,,,,,SECURED,SECURED,SALES,JV,EARNINGS,CONT,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191035,PHS State Theater Re-Rake,300375,Cleveland SPD,Project,2019,2019.OCT,,N,P,LS,013,,14 ,3," $5,081 "," $96,894 "," $179,111 "," $1,955,138 "," $350,076 "," $332,339 "," $63,257 "," $57,006 "," $26,606 ", $892 ," $8,271 "," $25,280 "," $5,736 "," $20,688 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191036,Good Sam 7th Floor M&N Wing Renovation,300371,Cincinnati SPD,Project,2019,2019.OCT,,N,P,LS,008,,15 ,3," $19,523 "," $1,719 "," $129,197 "," $191,655 "," $570,523 "," $211,053 "," $526,880 "," $497,613 "," $391,338 "," $413,838 "," $81,146 "," $214,576 "," $44,551 "," $10,166 "," $19,959 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191037,AMIG Office Renovation,300371,Cincinnati SPD,Project,2019,2019.OCT,,N,P,CG,001,,13 ,2," $56,940 "," $390,292 "," $478,299 "," $550,910 "," $370,300 "," $97,492 "," $14,276 "," $1,331 "," $1,283 ", $434 , $20 ," $1,205 ", $(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191038,Bond Collective - SPO,300406,San Antonio SPO,Project,2019,2019.OCT,,N,P,LS,001,,6 ,1," $12,557 "," $1,121 "," $2,234 ", $521 , $14 , $(68),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191040,PRECON - Midtown Modernization Project,300365,Nashville Main,Project,2019,2019.OCT,,N,P,CGS,008,,13 ,1," $2,020 "," $2,549 "," $20,432 "," $40,724 "," $37,001 "," $27,356 "," $37,023 "," $14,527 "," $9,241 "," $10,243 "," $6,814 "," $22,982 "," $23,157 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191041,Washington Adventist 6 & 7 Expansion,300340,Virginia Main,Project,2019,2019.OCT,,N,P,CG,008,,15 ,7," $102,240 "," $419,214 "," $715,172 "," $1,654,964 "," $1,200,013 "," $460,220 "," $727,627 "," $950,766 "," $516,763 "," $413,167 "," $674,671 "," $593,919 "," $764,257 "," $657,657 "," $1,674,094 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191042,AEDC Add Addition to VKF HTL Shop,300398,Huntsville Main,Project,2019,2019.OCT,,N,P,LS,010,,14 ,2," $2,756 "," $12,441 ", $516 ," $2,265 "," $31,889 "," $36,886 "," $60,194 "," $118,433 "," $134,362 "," $125,768 "," $167,026 "," $241,752 "," $280,598 "," $113,096 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191043,Virtua/Lourdes IT Infrastructure Upgrade,300331,Philadelphia SPD,Project,2019,2019.OCT,,N,P,CP,008,,15 ,7," $3,827,971 "," $4,753,963 "," $4,649,927 "," $3,600,753 "," $1,365,758 "," $395,729 "," $85,584 "," $101,298 "," $223,000 "," $300,619 "," $70,504 "," $123,597 "," $96,898 "," $26,569 "," $57,578 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191044,"RMC - Dorilton, 32 AoA, Flrs 26 and 27",300221,NY Interiors,Project,2019,2019.OCT,,N,P,LS,001,,14 ,4," $1,270 "," $68,311 "," $1,104,125 "," $1,560,399 "," $1,379,507 "," $75,719 "," $19,496 "," $98,352 "," $61,143 "," $14,696 "," $16,283 "," $1,696 "," $20,145 "," $6,603 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191045,SPO (MIA) - RCL Garage K,300362,Miami SPO,Project,2019,2019.OCT,,N,P,LS,001,,15 ,3," $435,493 "," $519,744 "," $446,201 "," $293,169 "," $265,106 "," $602,518 "," $524,656 "," $424,949 "," $217,817 "," $66,765 "," $8,778 ", $667 , $879 , $415 , $19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191047,Jim Thompson,300352,Atlanta SPD,Project,2019,2019.OCT,,N,P,LS,002,,8 ,1, $46 ," $5,916 "," $1,185 "," $3,139 "," $13,285 ", $(1), $949 , $580 , $(0), $7 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191048,Tri-C Metro South Concourse,300375,Cleveland SPD,Project,2019,2019.OCT,,N,P,CG,005,,15 ,2," $7,873 "," $18,552 "," $17,251 "," $284,079 "," $19,566 "," $258,916 "," $227,421 "," $306,440 "," $13,811 "," $49,535 "," $7,275 ", $470 , $172 ," $44,997 ", $54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191049,Verizon Copperfield Building Expansion,323138,MEP Houston,Project,2019,2019.OCT,,N,L,LS,003,,14 ,3," $4,483 "," $27,000 "," $5,213 "," $20,413 "," $12,647 "," $206,259 "," $2,477,590 "," $63,837 "," $403,357 "," $5,072 "," $71,105 "," $23,664 "," $2,858 "," $8,645 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191050,Salem Health - Bldg. A2 Tower,323121,MEP Portland,Project,2019,2019.OCT,,N,L,LS,008,,15 ,3," $10,204 "," $21,316 "," $27,392 "," $13,870 "," $22,286 "," $57,687 "," $28,689 "," $105,121 "," $403,480 "," $917,323 "," $582,989 "," $9,960 "," $50,945 "," $394,590 "," $135,916 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191051,Tri-C Metro Labs Demo and Abatement,300375,Cleveland SPD,Project,2019,2019.OCT,,N,P,LS,005,,15 ,3," $29,583 "," $26,784 "," $47,708 "," $245,249 "," $60,706 "," $31,771 "," $482,902 "," $114,105 "," $111,685 "," $79,228 "," $218,790 "," $107,339 "," $276,662 "," $288,118 "," $9,407 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191052,Braskem Lab Reno - Eq. Procurement,323303,MED Pittsburgh,Project,2019,2019.OCT,,N,L,CP,007,,7 ,1," $2,626 "," $39,655 "," $384,688 "," $126,956 "," $70,472 "," $38,762 "," $20,107 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191053,Verizon Copperfield Building Expansion,300407,Houston SPO,Project,2019,2019.OCT,,N,P,LS,003,,14 ,1," $4,433 "," $17,896 "," $11,503 "," $19,559 "," $13,356 "," $24,242 "," $15,256 "," $21,321 "," $24,709 "," $17,730 "," $16,907 "," $20,525 "," $19,596 "," $19,534 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191055,BW Misc. Sizing Exercises Precon,300204,Connecticut SPD,Project,2019,2019.OCT,,N,P,CSL,001,,9 ,1," $2,385 "," $7,644 "," $43,258 ", $378 , $496 , $524 , $(5), $1 , $(0), $38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191056,PSU Greater Allegheny Ostermayer Lab,300333,Pittsburgh SPD,Project,2019,2019.OCT,,N,P,CG,007,,15 ,6," $631,914 "," $150,580 "," $148,786 "," $62,683 "," $61,068 "," $134,858 "," $149,432 "," $164,485 "," $1,560,440 "," $739,847 "," $1,081,712 "," $836,125 "," $1,265,120 "," $977,952 "," $798,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191057,SPO (ORL) - Blue Origin MSE Ramp,300363,Orlando SPO,Project,2019,2019.OCT,,N,P,CG,004,,14 ,4," $4,460 ", $19 ," $77,169 "," $35,507 "," $45,727 "," $205,939 "," $84,541 "," $708,269 "," $779,298 "," $280,070 "," $623,670 "," $430,369 "," $433,678 "," $709,563 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191058,STW Cath Lab #3 Upgrade,300366,Nashville SPD,Project,2019,2019.OCT,,N,P,CG,008,,13 ,1," $3,640 "," $9,473 "," $61,333 "," $92,104 "," $181,127 "," $26,587 "," $9,710 "," $36,118 "," $2,838 "," $20,506 ", $935 , $67 , $(60), $0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191059,Barclays SF Decomissioning,300451,Bay Area SPD,Project,2019,2019.OCT,,N,P,CG,001,,14 ,1," $18,562 "," $197,338 "," $4,870 "," $5,396 "," $5,069 ", $227 , $(73)," $1,063 ", $420 , $562 , $2 , $553 , $(178), $12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191060,J&J Project NewStart,300352,Atlanta SPD,Project,2019,2019.OCT,,N,P,CG,004,,14 ,5, $471 ," $2,529 "," $70,795 "," $7,596 "," $358,210 "," $209,840 "," $760,678 "," $759,742 "," $768,923 "," $1,249,551 "," $549,326 "," $756,066 "," $709,065 "," $1,588,325 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191061,GT Campus Door Access Control Upgrade,300352,Atlanta SPD,Project,2019,2019.OCT,,N,P,CG,005,,13 ,3," $1,192 "," $105,265 "," $231,464 "," $35,558 "," $347,883 "," $326,081 "," $330,535 "," $266,285 "," $84,083 "," $331,564 "," $26,954 "," $228,934 "," $71,209 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191062,Barclays Atlanta Phase II downsize,300352,Atlanta SPD,Project,2019,2019.OCT,,N,P,LS,001,,11 ,1," $58,375 "," $65,199 "," $73,933 "," $2,328 "," $7,418 "," $1,051 ", $647 , $400 , $429 , $5 , $(0), $34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191063,DTE Energy Sign Project,300380,Michigan Main,Project,2019,2019.OCT,,N,P,LS,001,,11 ,1," $8,798 "," $284,020 "," $33,746 "," $10,131 "," $3,444 "," $4,912 ", $27 ," $2,385 ", $10 , $5 , $700 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191064,The Pointe Orlando - Phase 1,300356,Orlando SPD,Project,2019,2019.NOV,,N,P,CG,002,,13 ,6," $82,914 "," $274,615 "," $211,005 "," $734,254 "," $1,186,416 "," $1,239,932 "," $570,317 "," $427,720 "," $764,108 "," $298,492 "," $802,488 "," $496,282 "," $996,079 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191065,CCSU New Engineering Building - CA,300203,Connecticut Main,Project,2019,2019.OCT,,N,P,M,005,,14 ,1," $9,408 "," $66,007 "," $48,452 "," $41,661 "," $30,022 "," $36,193 "," $53,116 "," $34,535 "," $61,568 "," $42,996 "," $45,956 "," $55,193 "," $54,463 "," $74,148 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191066,PNB 5&6 General Trades,300391,Kansas City SPD,Project,2019,2019.OCT,,N,P,CG,003,,13 ,5," $2,332 "," $43,270 "," $578,540 "," $113,639 "," $99,557 "," $134,706 "," $175,687 "," $461,171 "," $692,928 "," $1,535,105 "," $1,377,864 "," $887,211 "," $1,528,090 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191069,East Stadium Utility Power Restoration,300400,Dallas Main,Project,2019,2019.OCT,,N,P,LS,005,,9 ,1," $557,178 ", $500 , $910 ," $1,459 "," $61,305 "," $183,681 "," $9,295 "," $51,517 "," $36,814 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191070,CQUniversity Jakarta,511201,Turner Intl LLC Indonesia Branch,Project,2019,2019.OCT,,N,P,M,005,,11 ,1," $7,156 "," $5,879 "," $12,064 "," $18,479 "," $5,896 "," $4,018 "," $1,987 "," $3,111 "," $3,151 ", $516 , $2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191071,SPO - Deloitte Houston Interior Reno,300407,Houston SPO,Project,2019,2019.OCT,,N,P,LS,001,,14 ,1," $17,733 "," $19,943 "," $39,195 "," $32,455 "," $31,953 "," $49,741 "," $33,945 "," $58,927 "," $50,164 "," $113,611 "," $48,270 "," $43,444 "," $46,702 "," $63,557 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191072,USAA - HOB Spine E-H Interiors,300404,San Antonio Main,Project,2019,2019.OCT,,N,P,CG,001,,14 ,7," $22,685 "," $274,825 "," $512,694 "," $864,416 "," $679,901 "," $829,356 "," $1,457,041 "," $1,489,892 "," $1,568,117 "," $631,295 "," $388,937 "," $537,400 "," $544,147 "," $229,757 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191073,SPO - Virtua/Lourdes IT Infra Upgrade,300331,Philadelphia SPD,Project,2019,2019.OCT,,N,P,LS,008,,13 ,2," $204,481 "," $527,854 "," $114,053 "," $284,062 "," $61,514 "," $38,017 "," $38,545 "," $64,528 "," $40,514 "," $52,582 "," $32,754 "," $31,667 ", $245 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191074,SPO - 2LP 3rd Fl Cafe Reno - Ph 2,300331,Philadelphia SPD,Project,2019,2019.OCT,,N,P,CG,001,,7 ,1," $20,191 "," $52,146 "," $41,389 "," $26,088 "," $3,686 "," $8,164 ", $166 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191075,SPO -Virtua Mt. Holly SPEC-CT Renovation,300331,Philadelphia SPD,Project,2019,2019.OCT,,N,P,CG,008,,7 ,1," $3,187 "," $2,403 "," $6,400 "," $42,715 "," $3,369 "," $2,499 ", $783 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191076,Nemours Millford MOB,323104,MEP Philadelphia,Project,2019,2019.OCT,,N,L,CP,008,,11 ,1," $2,000 "," $5,000 "," $48,548 "," $190,924 ", $750 ," $79,837 "," $5,835 "," $10,286 "," $3,102 "," $3,508 "," $1,745 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191077,PepsiCo Fitout,300356,Orlando SPD,Project,2019,2019.OCT,,N,P,LS,001,,14 ,2," $251,333 "," $371,649 "," $525,059 "," $352,746 "," $147,402 "," $155,279 "," $4,824 "," $20,561 "," $2,384 "," $8,624 "," $(4,556)", $422 , $(50), $455 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191078,Pedalheads Swim Park Royal,302103,Vancouver Main,Project,2019,2019.OCT,,N,P,CG,001,,12 ,1, $500 ," $24,670 "," $13,835 "," $8,041 "," $13,884 "," $3,031 "," $2,667 "," $51,732 "," $12,541 "," $75,387 "," $296,140 "," $261,089 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191079,Barclays Downsize - Landlord Wall,300352,Atlanta SPD,Project,2019,2019.OCT,,N,P,LS,001,,9 ,1," $11,687 "," $12,663 "," $6,221 "," $3,504 "," $27,461 "," $2,867 ", $746 , $35 , $6 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191080,Grande Prairie Regional Hospital,324600,ARCH Vancouver,Project,2019,2019.OCT,,N,L,LS,008,,7 ,1," $3,296 "," $36,207 "," $1,035 "," $15,037 "," $(4,864)"," $(7,744)"," $8,584 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191083,Oakland Airport - Flooring Upgrades,300451,Bay Area SPD,Project,2019,2019.OCT,,N,P,CG,014,,14 ,1," $7,081 "," $2,201 "," $11,285 "," $16,758 "," $20,479 "," $35,403 "," $372,745 "," $23,029 "," $373,897 "," $29,894 "," $(6,572)"," $1,242 ", $223 , $82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191084,Precon Quantum Health - New Headquarters,300373,Columbus SPD,Project,2019,2019.OCT,,N,P,CG,001,,10 ,1," $12,826 "," $5,365 ", $46 , $143 , $794 , $6 , $149 , $0 , $182 , $5 , $2 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191085,NH SPO Syncro Press Foundation,300398,Huntsville Main,Project,2019,2019.OCT,,N,P,LS,016,,5 ,1," $22,784 "," $30,666 "," $2,117 "," $4,809 ", $153 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191086,Duval County Courthouse - SPO Warranty,300355,Orlando Main,Project,2019,2019.OCT,,N,P,LS,010,,2 ,1, $140 ," $14,053 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191087,BW NYA Barn Mail Room Precon,300204,Connecticut SPD,Project,2019,2019.OCT,,N,P,CSL,001,,12 ,1, $930 ," $4,016 "," $1,086 "," $3,605 "," $32,727 "," $10,488 "," $(4,092)", $300 ," $(28,844)", $504 ," $12,139 ", $5 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191088,Fulbright University Vietnam - Phase 1,526100,Turner Vietnam Co Ltd,Project,2019,2019.OCT,,N,P,M,005,,11 ,1," $14,023 "," $17,386 "," $7,378 "," $8,173 "," $7,722 "," $4,764 "," $3,133 ", $410 , $4 , $1 ," $1,486 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191090,Oakland Airport - T2 Security Wall,300451,Bay Area SPD,Project,2019,2019.OCT,,N,P,CG,014,,12 ,1," $53,912 "," $21,354 "," $18,563 "," $26,225 "," $22,428 "," $22,022 "," $20,495 "," $24,230 "," $11,664 "," $6,432 ", $175 , $18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191091,Oakland Airport - T2 Boiler Construction,300451,Bay Area SPD,Project,2019,2019.OCT,,N,P,CG,014,,14 ,3," $17,100 "," $46,267 "," $370,135 "," $230,272 "," $503,015 "," $496,904 "," $387,563 "," $261,694 "," $106,763 "," $64,654 "," $92,473 "," $25,047 "," $51,416 "," $7,213 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191092,NH SPO Polaris Shade Structure,300398,Huntsville Main,Project,2019,2019.OCT,,N,P,LS,004,,8 ,1," $1,330 "," $22,324 "," $57,276 "," $31,419 ", $588 ," $2,469 ", $166 , $22 , $(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191093,Honeywell Misc Renovations,300204,Connecticut SPD,Project,2019,2019.OCT,,N,P,LS,004,,14 ,1," $8,515 "," $41,689 "," $64,890 "," $(30,463)"," $17,450 "," $41,632 "," $4,719 "," $3,410 ", $443 , $160 ," $8,174 ", $242 , $922 ," $3,389 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191094,SPO -CDC Deck Concrete,300359,Atlanta SPO,Project,2019,2019.OCT,,N,P,LS,001,,14 ,3," $282,067 "," $388,910 "," $219,524 "," $177,097 "," $178,798 "," $145,144 "," $167,449 "," $135,909 "," $170,417 "," $145,312 "," $145,279 "," $151,482 "," $107,472 "," $167,303 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191095,Douglas College - DC2S Reno,302103,Vancouver Main,Project,2019,2019.OCT,,N,P,CG,005,,13 ,4," $25,776 "," $366,173 "," $205,894 "," $969,488 "," $684,267 "," $702,428 "," $949,191 "," $450,346 "," $651,180 "," $151,697 "," $156,944 "," $80,875 "," $79,695 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191096,JPMorgan Chase - AECOM Buildout,300375,Cleveland SPD,Project,2019,2019.OCT,,N,P,LS,001,,14 ,3," $75,728 "," $266,686 "," $561,403 "," $712,735 "," $891,485 "," $422,336 "," $146,604 "," $35,015 "," $49,114 "," $18,760 "," $14,059 "," $8,256 "," $11,645 ", $912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191097,Nemours - ORs,323323,MED Orlando,Project,2019,2019.OCT,,N,P,LS,008,,5 ,1," $3,282 "," $1,094 "," $1,227 "," $1,094 ", $(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191099,DEN - Concourse Expansion - TCCO,323118,MEP Denver,Project,2019,2019.OCT,,N,L,LS,014,,8 ,2," $22,356 "," $25,099 "," $26,679 "," $256,189 "," $38,360 "," $589,951 ", $25 ," $859,172 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191100,Foley Hoag,323101,MEP Boston,Project,2019,2019.OCT,,N,P,CG,001,,13 ,1, $300 ," $20,078 "," $107,554 "," $171,322 "," $20,207 "," $23,334 "," $100,864 "," $81,087 "," $4,247 "," $9,721 "," $12,562 "," $342,662 "," $76,820 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191101,PSU Henning Building,323104,MEP Philadelphia,Project,2019,2019.OCT,,N,L,CP,005,,8 ,3," $10,000 "," $10,000 "," $10,000 "," $42,946 "," $2,167,841 "," $393,229 "," $5,643 "," $74,135 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191103,QTS - DH 2.1,300400,Dallas Main,Project,2019,2019.OCT,,N,P,CG,003,,14 ,3," $449,596 "," $1,196,476 "," $705,872 "," $365,853 "," $132,217 "," $5,617 "," $4,274 "," $3,386 "," $5,094 "," $17,259 "," $2,339 "," $3,581 "," $1,554 ", $24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191104,SPO (ORL) - Duval County Courthouse,300363,Orlando SPO,Project,2019,2019.OCT,,N,P,LS,010,,5 ,1," $3,673 "," $6,207 "," $1,097 "," $1,910 "," $(14,053)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191105,Guilderland CSD 2019,300222,NY North,Project,2019,2019.OCT,,N,P,M,006,,14 ,1," $41,484 "," $1,010 "," $6,146 "," $11,731 "," $2,919 "," $7,050 "," $7,426 "," $8,909 "," $36,042 "," $60,983 "," $35,382 "," $30,295 "," $28,395 "," $41,076 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191106,Salamanca CSD 2019,300222,NY North,Project,2019,2019.OCT,,N,P,M,006,,14 ,1," $26,755 "," $1,301 "," $3,105 "," $3,901 "," $1,841 "," $6,044 "," $7,920 "," $7,240 "," $10,438 "," $11,444 "," $10,547 "," $10,875 "," $11,490 "," $11,187 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191108,Union Bank - Day 2 Branch Upgrades,300481,San Diego SPD,Project,2019,2019.OCT,,N,P,CG,002,,14 ,1," $5,194 "," $20,844 "," $95,836 "," $27,966 "," $45,907 "," $20,369 "," $66,258 "," $35,109 "," $22,305 "," $15,324 "," $34,933 "," $31,466 "," $(2,574)"," $26,774 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191109,Union Bank - Branch Upgrade Lemon Grove,300481,San Diego SPD,Project,2019,2019.OCT,,N,P,CG,002,,14 ,1," $1,122 "," $3,031 "," $5,819 "," $2,723 "," $23,088 "," $11,252 "," $63,112 "," $(1,883)"," $45,951 "," $62,385 "," $64,262 "," $1,886 "," $12,357 "," $38,635 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
